clicking on this video and seeing a bra ad,UgxBrS7R1KwdIarX7MR4AaABAg,0,0,none,2022-04-10T22:18:08Z
Great video I’m trans and I’m getting the flag. I’m happy who I am and I subscribed.,UgwAU7kDdqLGnBTIICh4AaABAg,0,0,none,2022-04-07T02:59:00Z
Chase are you trans,UgxQB-5Q6WHtY9pDGEN4AaABAg,0,0,none,2022-03-21T20:30:23Z
I'm a school social worker using this for my own education to help me with my student.  Thank you,UgwxccL6DUDfB0jJcc94AaABAg,0,0,none,2022-01-26T15:07:42Z
"Again with the ‘flamboyant’? What does that mean? How does a snap queen compare to your gesticulating, sir?",UgzfBCWxKXiPG2ZJUFd4AaABAg,0,0,none,2022-01-17T20:03:46Z
